uf,tipo_doenca,local_obito,faixa_etaria,sexo,total
MG,COVID,DOMICILIO,"80 - 89",M,1
MG,COVID,HOSPITAL,"80 - 89",F,57
MG,COVID,HOSPITAL,"80 - 89",M,70
MG,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",F,4
MG,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",M,4
MG,INDETERMINADA,DOMICILIO,"80 - 89",F,2
MG,INDETERMINADA,DOMICILIO,"80 - 89",M,1
MG,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",F,3
MG,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",M,2
MG,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,8
MG,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,8
MG,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",M,1
MG,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,1
MG,PNEUMONIA,DOMICILIO,"80 - 89",F,3
MG,PNEUMONIA,DOMICILIO,"80 - 89",M,3
MG,PNEUMONIA,HOSPITAL,"80 - 89",F,21
MG,PNEUMONIA,HOSPITAL,"80 - 89",M,25
MG,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,1
MG,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,4
MG,SEPTICEMIA,DOMICILIO,"80 - 89",F,2
MG,SEPTICEMIA,DOMICILIO,"80 - 89",M,2
MG,SEPTICEMIA,HOSPITAL,"80 - 89",F,24
MG,SEPTICEMIA,HOSPITAL,"80 - 89",M,14
MG,SEPTICEMIA,OUTRO,"80 - 89",M,1
MG,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,5
MG,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,2
MG,SRAG,HOSPITAL,"80 - 89",F,1
MG,SRAG,HOSPITAL,"80 - 89",M,1
MS,OUTRAS,DOMICILIO,"80 - 89",F,7
MS,OUTRAS,DOMICILIO,"80 - 89",M,9
MS,OUTRAS,HOSPITAL,"80 - 89",F,10
MS,OUTRAS,HOSPITAL,"80 - 89",M,7
MS,COVID,HOSPITAL,"80 - 89",F,12
MS,COVID,HOSPITAL,"80 - 89",M,20
MS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",F,1
MS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,2
MS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,2
MS,PNEUMONIA,HOSPITAL,"80 - 89",F,11
MS,PNEUMONIA,HOSPITAL,"80 - 89",M,7
MS,PNEUMONIA,POSTO_SAUDE,"80 - 89",M,1
MS,SEPTICEMIA,HOSPITAL,"80 - 89",F,7
MS,SEPTICEMIA,HOSPITAL,"80 - 89",M,3
MS,SEPTICEMIA,OUTRO,"80 - 89",F,1
MT,OUTRAS,DOMICILIO,"80 - 89",F,1
MT,OUTRAS,DOMICILIO,"80 - 89",M,3
MT,OUTRAS,HOSPITAL,"80 - 89",F,1
MT,OUTRAS,HOSPITAL,"80 - 89",M,2
MT,OUTRAS,IGNORADO,"80 - 89",F,5
MT,OUTRAS,IGNORADO,"80 - 89",M,5
MT,COVID,HOSPITAL,"80 - 89",F,2
MT,COVID,HOSPITAL,"80 - 89",M,3
MT,COVID,IGNORADO,"80 - 89",F,3
MT,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,1
MT,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,2
MT,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"80 - 89",M,2
MT,PNEUMONIA,HOSPITAL,"80 - 89",F,2
MT,PNEUMONIA,HOSPITAL,"80 - 89",M,2
MT,PNEUMONIA,IGNORADO,"80 - 89",M,1
MT,SEPTICEMIA,HOSPITAL,"80 - 89",M,1
MT,SEPTICEMIA,IGNORADO,"80 - 89",F,1
MT,SEPTICEMIA,IGNORADO,"80 - 89",M,1
MT,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,1
PA,OUTRAS,DOMICILIO,"80 - 89",F,6
PA,OUTRAS,DOMICILIO,"80 - 89",M,1
PA,OUTRAS,HOSPITAL,"80 - 89",F,1
PA,OUTRAS,HOSPITAL,"80 - 89",M,1
PA,OUTRAS,OUTRO,"80 - 89",M,1
PA,COVID,HOSPITAL,"80 - 89",F,6
PA,COVID,HOSPITAL,"80 - 89",M,1
PA,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",F,1
PA,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",M,1
PA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,2
PA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,2
PA,PNEUMONIA,DOMICILIO,"80 - 89",M,1
PA,PNEUMONIA,HOSPITAL,"80 - 89",M,4
PA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,1
PA,SEPTICEMIA,HOSPITAL,"80 - 89",F,2
PA,SEPTICEMIA,HOSPITAL,"80 - 89",M,1
PB,OUTRAS,DOMICILIO,"80 - 89",F,20
PB,OUTRAS,DOMICILIO,"80 - 89",M,18
PB,OUTRAS,HOSPITAL,"80 - 89",F,10
PB,OUTRAS,HOSPITAL,"80 - 89",M,9
PB,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",F,1
PB,COVID,HOSPITAL,"80 - 89",F,13
PB,COVID,HOSPITAL,"80 - 89",M,10
PB,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",M,1
PB,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",F,2
PB,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",M,2
PB,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,1
PB,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,6
PB,PNEUMONIA,DOMICILIO,"80 - 89",F,2
PB,PNEUMONIA,DOMICILIO,"80 - 89",M,3
PB,PNEUMONIA,HOSPITAL,"80 - 89",F,8
PB,PNEUMONIA,HOSPITAL,"80 - 89",M,8
PB,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,2
PB,SEPTICEMIA,HOSPITAL,"80 - 89",F,9
PB,SEPTICEMIA,HOSPITAL,"80 - 89",M,5
PB,SEPTICEMIA,OUTRO,"80 - 89",M,1
PB,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,1
PB,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,1
PE,OUTRAS,DOMICILIO,"80 - 89",F,40
PE,OUTRAS,DOMICILIO,"80 - 89",M,37
PE,OUTRAS,HOSPITAL,"80 - 89",F,31
PE,OUTRAS,HOSPITAL,"80 - 89",M,25
PE,OUTRAS,OUTRO,"80 - 89",M,1
PE,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",M,1
PE,COVID,HOSPITAL,"80 - 89",F,27
PE,COVID,HOSPITAL,"80 - 89",M,22
PE,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",F,1
PE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",F,2
PE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",M,2
PE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,5
PE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,4
PE,PNEUMONIA,DOMICILIO,"80 - 89",F,1
PE,PNEUMONIA,HOSPITAL,"80 - 89",F,12
PE,PNEUMONIA,HOSPITAL,"80 - 89",M,7
PE,SEPTICEMIA,DOMICILIO,"80 - 89",F,3
PE,SEPTICEMIA,DOMICILIO,"80 - 89",M,3
PE,SEPTICEMIA,HOSPITAL,"80 - 89",F,27
PE,SEPTICEMIA,HOSPITAL,"80 - 89",M,12
PE,SRAG,HOSPITAL,"80 - 89",F,6
PE,SRAG,HOSPITAL,"80 - 89",M,9
PI,OUTRAS,DOMICILIO,"80 - 89",F,4
PI,OUTRAS,DOMICILIO,"80 - 89",M,2
PI,OUTRAS,HOSPITAL,"80 - 89",M,1
PI,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,1
PI,PNEUMONIA,HOSPITAL,"80 - 89",M,1
PR,OUTRAS,DOMICILIO,"80 - 89",F,43
PR,OUTRAS,DOMICILIO,"80 - 89",M,39
PR,OUTRAS,HOSPITAL,"80 - 89",F,44
PR,OUTRAS,HOSPITAL,"80 - 89",M,43
PR,OUTRAS,OUTRO,"80 - 89",F,4
PR,OUTRAS,OUTRO,"80 - 89",M,2
PR,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",F,3
PR,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",M,1
PR,COVID,DOMICILIO,"80 - 89",M,3
PR,COVID,HOSPITAL,"80 - 89",F,55
PR,COVID,HOSPITAL,"80 - 89",M,69
PR,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",F,1
PR,INDETERMINADA,DOMICILIO,"80 - 89",F,1
PR,INDETERMINADA,DOMICILIO,"80 - 89",M,1
PR,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",F,1
PR,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",M,2
PR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,5
PR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,6
PR,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",M,1
PR,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,1
PR,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,2
PR,PNEUMONIA,DOMICILIO,"80 - 89",F,1
PR,PNEUMONIA,HOSPITAL,"80 - 89",F,25
PR,PNEUMONIA,HOSPITAL,"80 - 89",M,28
PR,PNEUMONIA,OUTRO,"80 - 89",M,1
PR,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,1
PR,SEPTICEMIA,DOMICILIO,"80 - 89",F,3
PR,SEPTICEMIA,HOSPITAL,"80 - 89",F,32
PR,SEPTICEMIA,HOSPITAL,"80 - 89",M,20
PR,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,1
PR,SRAG,HOSPITAL,"80 - 89",F,1
PR,SRAG,HOSPITAL,"80 - 89",M,1
RJ,OUTRAS,DOMICILIO,"80 - 89",F,68
RJ,OUTRAS,DOMICILIO,"80 - 89",M,54
RJ,OUTRAS,HOSPITAL,"80 - 89",F,101
RJ,OUTRAS,HOSPITAL,"80 - 89",M,77
RJ,OUTRAS,IGNORADO,"80 - 89",F,1
RJ,OUTRAS,OUTRO,"80 - 89",F,5
RJ,OUTRAS,OUTRO,"80 - 89",M,2
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",F,32
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",M,14
RJ,OUTRAS,VIA_PUBLICA,"80 - 89",M,1
RJ,COVID,DOMICILIO,"80 - 89",F,2
RJ,COVID,HOSPITAL,"80 - 89",F,164
RJ,COVID,HOSPITAL,"80 - 89",M,128
RJ,COVID,IGNORADO,"80 - 89",F,1
RJ,COVID,IGNORADO,"80 - 89",M,2
RJ,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",F,4
RJ,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",M,4
RJ,INDETERMINADA,DOMICILIO,"80 - 89",F,2
RJ,INDETERMINADA,DOMICILIO,"80 - 89",M,5
RJ,INDETERMINADA,HOSPITAL,"80 - 89",F,1
RJ,INDETERMINADA,HOSPITAL,"80 - 89",M,1
RJ,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,1
RJ,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",F,2
RJ,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",M,5
RJ,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,19
RJ,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,12
RJ,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",M,1
RJ,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,6
RJ,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,3
RJ,PNEUMONIA,DOMICILIO,"80 - 89",F,1
RJ,PNEUMONIA,DOMICILIO,"80 - 89",M,2
RJ,PNEUMONIA,HOSPITAL,"80 - 89",F,64
RJ,PNEUMONIA,HOSPITAL,"80 - 89",M,53
RJ,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,7
RJ,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,6
RJ,SEPTICEMIA,DOMICILIO,"80 - 89",M,1
RJ,SEPTICEMIA,HOSPITAL,"80 - 89",F,58
RJ,SEPTICEMIA,HOSPITAL,"80 - 89",M,42
RJ,SEPTICEMIA,OUTRO,"80 - 89",F,1
RJ,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,11
RJ,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,4
RJ,SRAG,HOSPITAL,"80 - 89",F,4
RJ,SRAG,HOSPITAL,"80 - 89",M,4
RN,OUTRAS,DOMICILIO,"80 - 89",F,5
RN,OUTRAS,DOMICILIO,"80 - 89",M,7
RN,OUTRAS,HOSPITAL,"80 - 89",F,2
RN,OUTRAS,HOSPITAL,"80 - 89",M,1
RN,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",M,1
RN,COVID,HOSPITAL,"80 - 89",F,4
RN,COVID,HOSPITAL,"80 - 89",M,4
RN,INDETERMINADA,HOSPITAL,"80 - 89",F,1
RN,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",F,1
RN,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",M,1
RN,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,1
RN,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,1
RN,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,1
RN,PNEUMONIA,DOMICILIO,"80 - 89",M,1
RN,PNEUMONIA,HOSPITAL,"80 - 89",F,3
RN,PNEUMONIA,HOSPITAL,"80 - 89",M,4
RN,SEPTICEMIA,DOMICILIO,"80 - 89",F,1
RN,SEPTICEMIA,HOSPITAL,"80 - 89",F,3
RN,SEPTICEMIA,HOSPITAL,"80 - 89",M,5
RO,OUTRAS,DOMICILIO,"80 - 89",F,3
RO,OUTRAS,DOMICILIO,"80 - 89",M,5
RO,OUTRAS,HOSPITAL,"80 - 89",F,2
RO,OUTRAS,HOSPITAL,"80 - 89",M,6
RO,OUTRAS,VIA_PUBLICA,"80 - 89",M,1
RO,COVID,DOMICILIO,"80 - 89",F,1
RO,COVID,HOSPITAL,"80 - 89",F,6
RO,COVID,HOSPITAL,"80 - 89",M,7
RO,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",M,1
RO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",M,1
RO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,1
RO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,2
RO,PNEUMONIA,HOSPITAL,"80 - 89",M,1
RO,PNEUMONIA,VIA_PUBLICA,"80 - 89",M,1
RO,SEPTICEMIA,HOSPITAL,"80 - 89",F,1
RO,SEPTICEMIA,HOSPITAL,"80 - 89",M,1
RO,SRAG,HOSPITAL,"80 - 89",M,1
RR,OUTRAS,HOSPITAL,"80 - 89",F,2
RR,OUTRAS,HOSPITAL,"80 - 89",M,1
RR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,1
RS,OUTRAS,DOMICILIO,"80 - 89",F,50
RS,OUTRAS,DOMICILIO,"80 - 89",M,40
RS,OUTRAS,HOSPITAL,"80 - 89",F,88
RS,OUTRAS,HOSPITAL,"80 - 89",M,58
RS,OUTRAS,IGNORADO,"80 - 89",F,1
RS,OUTRAS,IGNORADO,"80 - 89",M,2
RS,OUTRAS,OUTRO,"80 - 89",F,3
RS,OUTRAS,OUTRO,"80 - 89",M,3
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",F,12
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",M,7
RS,OUTRAS,VIA_PUBLICA,"80 - 89",M,1
RS,COVID,DOMICILIO,"80 - 89",F,1
RS,COVID,DOMICILIO,"80 - 89",M,2
RS,COVID,HOSPITAL,"80 - 89",F,64
RS,COVID,HOSPITAL,"80 - 89",M,79
RS,COVID,IGNORADO,"80 - 89",F,5
RS,COVID,IGNORADO,"80 - 89",M,2
RS,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",F,4
RS,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",M,3
RS,INDETERMINADA,DOMICILIO,"80 - 89",F,3
RS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",F,5
RS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",M,5
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,10
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,19
RS,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,1
RS,PNEUMONIA,DOMICILIO,"80 - 89",F,4
RS,PNEUMONIA,DOMICILIO,"80 - 89",M,2
RS,PNEUMONIA,HOSPITAL,"80 - 89",F,41
RS,PNEUMONIA,HOSPITAL,"80 - 89",M,42
RS,PNEUMONIA,IGNORADO,"80 - 89",F,3
RS,PNEUMONIA,IGNORADO,"80 - 89",M,3
RS,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,4
RS,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,2
RS,SEPTICEMIA,DOMICILIO,"80 - 89",F,1
RS,SEPTICEMIA,DOMICILIO,"80 - 89",M,1
RS,SEPTICEMIA,HOSPITAL,"80 - 89",F,51
RS,SEPTICEMIA,HOSPITAL,"80 - 89",M,31
RS,SEPTICEMIA,IGNORADO,"80 - 89",M,1
RS,SEPTICEMIA,OUTRO,"80 - 89",F,1
RS,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,4
SC,OUTRAS,DOMICILIO,"80 - 89",F,20
SC,OUTRAS,DOMICILIO,"80 - 89",M,26
SC,OUTRAS,HOSPITAL,"80 - 89",F,32
SC,OUTRAS,HOSPITAL,"80 - 89",M,27
SC,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",F,1
SC,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",M,2
SC,OUTRAS,VIA_PUBLICA,"80 - 89",M,1
SC,COVID,DOMICILIO,"80 - 89",F,2
SC,COVID,HOSPITAL,"80 - 89",F,23
SC,COVID,HOSPITAL,"80 - 89",M,22
SC,INDETERMINADA,DOMICILIO,"80 - 89",M,1
SC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",F,2
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,1
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,5
SC,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",F,1
SC,PNEUMONIA,DOMICILIO,"80 - 89",F,2
SC,PNEUMONIA,DOMICILIO,"80 - 89",M,1
SC,PNEUMONIA,HOSPITAL,"80 - 89",F,11
SC,PNEUMONIA,HOSPITAL,"80 - 89",M,15
SC,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,1
SC,SEPTICEMIA,HOSPITAL,"80 - 89",F,12
SC,SEPTICEMIA,HOSPITAL,"80 - 89",M,6
SE,OUTRAS,DOMICILIO,"80 - 89",F,3
SE,OUTRAS,DOMICILIO,"80 - 89",M,6
SE,OUTRAS,HOSPITAL,"80 - 89",F,2
SE,OUTRAS,HOSPITAL,"80 - 89",M,3
SE,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",F,6
SE,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",M,3
SE,COVID,HOSPITAL,"80 - 89",F,1
SE,COVID,HOSPITAL,"80 - 89",M,3
SE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,1
SE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,1
SE,PNEUMONIA,HOSPITAL,"80 - 89",F,1
SE,PNEUMONIA,HOSPITAL,"80 - 89",M,1
SE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,1
SE,SEPTICEMIA,HOSPITAL,"80 - 89",F,5
SE,SEPTICEMIA,HOSPITAL,"80 - 89",M,1
SP,OUTRAS,DOMICILIO,"80 - 89",F,87
SP,OUTRAS,DOMICILIO,"80 - 89",I,1
SP,OUTRAS,DOMICILIO,"80 - 89",M,78
SP,OUTRAS,HOSPITAL,"80 - 89",F,176
SP,OUTRAS,HOSPITAL,"80 - 89",I,1
SP,OUTRAS,HOSPITAL,"80 - 89",M,185
SP,OUTRAS,IGNORADO,"80 - 89",F,1
SP,OUTRAS,IGNORADO,"80 - 89",M,2
SP,OUTRAS,OUTRO,"80 - 89",F,8
SP,OUTRAS,OUTRO,"80 - 89",I,1
SP,OUTRAS,OUTRO,"80 - 89",M,3
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",F,15
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",M,14
SP,OUTRAS,VIA_PUBLICA,"80 - 89",M,1
SP,COVID,DOMICILIO,"80 - 89",F,2
SP,COVID,HOSPITAL,"80 - 89",F,138
SP,COVID,HOSPITAL,"80 - 89",M,162
SP,COVID,IGNORADO,"80 - 89",M,1
SP,COVID,OUTRO,"80 - 89",F,2
SP,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",F,2
SP,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",M,6
SP,COVID,POSTO_SAUDE,"80 - 89",M,1
SP,INDETERMINADA,DOMICILIO,"80 - 89",F,2
SP,INDETERMINADA,DOMICILIO,"80 - 89",M,4
SP,INDETERMINADA,HOSPITAL,"80 - 89",F,2
SP,INDETERMINADA,HOSPITAL,"80 - 89",M,2
SP,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,1
SP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",F,2
SP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",M,7
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,33
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,26
SP,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",F,2
SP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,8
SP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,2
SP,PNEUMONIA,DOMICILIO,"80 - 89",F,3
SP,PNEUMONIA,DOMICILIO,"80 - 89",M,7
SP,PNEUMONIA,HOSPITAL,"80 - 89",F,122
SP,PNEUMONIA,HOSPITAL,"80 - 89",M,98
SP,PNEUMONIA,IGNORADO,"80 - 89",F,2
SP,PNEUMONIA,IGNORADO,"80 - 89",M,2
SP,PNEUMONIA,OUTRO,"80 - 89",F,2
SP,PNEUMONIA,OUTRO,"80 - 89",M,1
SP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,5
SP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,4
SP,PNEUMONIA,VIA_PUBLICA,"80 - 89",F,1
SP,SEPTICEMIA,DOMICILIO,"80 - 89",F,2
SP,SEPTICEMIA,DOMICILIO,"80 - 89",M,2
SP,SEPTICEMIA,HOSPITAL,"80 - 89",F,104
SP,SEPTICEMIA,HOSPITAL,"80 - 89",M,56
SP,SEPTICEMIA,OUTRO,"80 - 89",F,3
SP,SEPTICEMIA,OUTRO,"80 - 89",M,1
SP,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,2
SP,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,1
SP,SRAG,HOSPITAL,"80 - 89",F,1
SP,SRAG,HOSPITAL,"80 - 89",M,3
TO,OUTRAS,DOMICILIO,"80 - 89",F,2
TO,OUTRAS,DOMICILIO,"80 - 89",M,1
TO,OUTRAS,HOSPITAL,"80 - 89",F,1
TO,OUTRAS,VIA_PUBLICA,"80 - 89",M,1
TO,COVID,HOSPITAL,"80 - 89",F,3
TO,COVID,HOSPITAL,"80 - 89",M,2
TO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,1
TO,PNEUMONIA,DOMICILIO,"80 - 89",F,2
TO,PNEUMONIA,DOMICILIO,"80 - 89",M,1
TO,PNEUMONIA,HOSPITAL,"80 - 89",M,2
TO,SEPTICEMIA,HOSPITAL,"80 - 89",F,2
TO,SEPTICEMIA,HOSPITAL,"80 - 89",M,2
AC,OUTRAS,DOMICILIO,"90 - 99",F,1
AC,OUTRAS,DOMICILIO,"90 - 99",M,1
AC,OUTRAS,HOSPITAL,"90 - 99",M,2
AC,COVID,DOMICILIO,"90 - 99",F,1
AC,COVID,HOSPITAL,"90 - 99",F,1
AC,COVID,HOSPITAL,"90 - 99",M,2
AC,PNEUMONIA,HOSPITAL,"90 - 99",F,1
AC,SEPTICEMIA,DOMICILIO,"90 - 99",M,1
AL,OUTRAS,DOMICILIO,"90 - 99",F,6
AL,OUTRAS,DOMICILIO,"90 - 99",M,2
AL,OUTRAS,HOSPITAL,"90 - 99",F,1
AL,OUTRAS,HOSPITAL,"90 - 99",M,1
AL,COVID,HOSPITAL,"90 - 99",F,1
AL,COVID,HOSPITAL,"90 - 99",M,1
AL,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",M,1
AL,INSUFICIENCIA_RESPIRATORIA,OUTRO,"90 - 99",F,1
AL,PNEUMONIA,DOMICILIO,"90 - 99",F,1
AL,PNEUMONIA,HOSPITAL,"90 - 99",F,3
AM,OUTRAS,DOMICILIO,"90 - 99",F,7
AM,OUTRAS,DOMICILIO,"90 - 99",M,6
AM,OUTRAS,HOSPITAL,"90 - 99",F,4
AM,COVID,DOMICILIO,"90 - 99",F,1
AM,COVID,HOSPITAL,"90 - 99",F,2
AM,COVID,OUTRO,"90 - 99",F,1
AM,INDETERMINADA,DOMICILIO,"90 - 99",F,1
AM,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",F,1
AM,PNEUMONIA,DOMICILIO,"90 - 99",M,1
AM,PNEUMONIA,HOSPITAL,"90 - 99",F,2
AM,PNEUMONIA,HOSPITAL,"90 - 99",M,2
AP,OUTRAS,HOSPITAL,"90 - 99",M,1
BA,OUTRAS,DOMICILIO,"90 - 99",F,41
BA,OUTRAS,DOMICILIO,"90 - 99",M,17
BA,OUTRAS,HOSPITAL,"90 - 99",F,16
BA,OUTRAS,HOSPITAL,"90 - 99",M,10
